number_of_rentals,season,month,day,weekday,hour,is_holiday,is_weekend,temp_C,perceived_temp_C,humidity_percent,wind_speed_kmh,weather_code
2875,1,8,2,6,19,0,1,24.0,23.0,35.0,16.0,1
2126,1,8,2,6,20,0,1,22.5,21.5,42.5,12.0,1
1308,1,8,2,6,21,0,1,20.5,20.5,58.5,19.5,1
874,1,8,2,6,22,0,1,20.0,20.0,49.5,23.0,1
580,1,8,2,6,23,0,1,19.0,19.0,54.0,24.0,1
376,1,8,3,0,0,0,0,18.0,18.0,64.0,20.0,1
215,1,8,3,0,1,0,0,18.0,18.0,68.0,7.5,1
125,1,8,3,0,2,0,0,18.0,18.0,66.0,9.0,1
57,1,8,3,0,3,0,0,17.5,17.5,68.0,6.0,1
73,1,8,3,0,4,0,0,18.0,18.0,66.0,5.0,1
153,1,8,3,0,5,0,0,18.0,18.0,66.0,8.5,1
618,1,8,3,0,6,0,0,18.5,18.5,70.5,16.0,1
2034,1,8,3,0,7,0,0,19.0,19.0,75.5,20.0,3
4042,1,8,3,0,8,0,0,20.0,20.0,73.0,18.5,2
2193,1,8,3,0,9,0,0,21.0,21.0,69.0,24.0,2
1234,1,8,3,0,10,0,0,22.0,22.0,65.0,22.0,3
1204,1,8,3,0,11,0,0,22.5,22.5,61.0,23.0,2
1497,1,8,3,0,12,0,0,23.0,23.0,57.0,25.0,3
1595,1,8,3,0,13,0,0,24.0,24.0,54.0,26.0,3
1658,1,8,3,0,14,0,0,23.0,23.0,61.0,27.0,2
1775,1,8,3,0,15,0,0,22.5,22.5,63.0,26.0,2
2297,1,8,3,0,16,0,0,21.0,21.0,73.0,24.0,3
4179,1,8,3,0,17,0,0,20.5,20.5,71.0,20.5,3
3893,1,8,3,0,18,0,0,20.0,20.0,69.0,21.0,3
2465,1,8,3,0,19,0,0,19.5,19.5,71.0,18.0,3
1526,1,8,3,0,20,0,0,19.0,19.0,68.0,16.0,2
1061,1,8,3,0,21,0,0,18.5,18.5,75.5,13.0,2
700,1,8,3,0,22,0,0,17.0,17.0,83.0,12.0,1
432,1,8,3,0,23,0,0,17.5,17.5,80.5,15.0,7
231,1,8,4,1,0,0,0,17.0,17.0,80.0,14.0,7
167,1,8,4,1,1,0,0,17.0,17.0,77.0,16.0,1
104,1,8,4,1,2,0,0,17.0,17.0,77.0,18.0,1
65,1,8,4,1,3,0,0,16.5,16.5,80.0,14.0,1
71,1,8,4,1,4,0,0,16.0,16.0,77.0,19.0,1
159,1,8,4,1,5,0,0,15.0,15.0,79.5,15.0,1
791,1,8,4,1,6,0,0,15.0,15.0,77.0,17.0,1
2358,1,8,4,1,7,0,0,16.5,16.5,68.0,23.0,1
4611,1,8,4,1,8,0,0,17.5,17.5,62.0,25.0,1
2224,1,8,4,1,9,0,0,18.5,18.5,54.0,30.5,2
1331,1,8,4,1,10,0,0,20.5,20.5,47.5,29.5,2
1246,1,8,4,1,11,0,0,21.0,21.0,46.0,27.0,3
1661,1,8,4,1,12,0,0,19.5,19.5,54.5,27.0,3
1681,1,8,4,1,13,0,0,20.0,20.0,53.0,26.0,2
1528,1,8,4,1,14,0,0,20.5,20.5,47.5,27.0,3
1797,1,8,4,1,15,0,0,21.0,21.0,44.5,30.5,4
2297,1,8,4,1,16,0,0,21.5,21.0,45.0,25.0,3
4364,1,8,4,1,17,0,0,21.0,21.0,46.0,29.0,2
4297,1,8,4,1,18,0,0,20.0,20.0,49.0,26.0,2
2587,1,8,4,1,19,0,0,19.5,19.5,47.5,26.0,1
1718,1,8,4,1,20,0,0,18.0,18.0,56.0,28.0,2
1077,1,8,4,1,21,0,0,17.0,17.0,64.0,20.0,1
738,1,8,4,1,22,0,0,17.0,17.0,64.0,20.5,1
541,1,8,4,1,23,0,0,16.0,16.0,68.0,17.0,1
304,1,8,5,2,0,0,0,16.0,16.0,68.0,12.0,1
186,1,8,5,2,1,0,0,16.0,16.0,72.0,11.0,1
82,1,8,5,2,2,0,0,16.0,16.0,72.0,10.0,1
61,1,8,5,2,3,0,0,16.0,16.0,72.0,9.0,1
50,1,8,5,2,4,0,0,16.0,16.0,72.0,9.0,1
143,1,8,5,2,5,0,0,16.0,16.0,72.0,11.0,1
734,1,8,5,2,6,0,0,16.0,16.0,77.0,13.0,2
2335,1,8,5,2,7,0,0,17.0,17.0,73.0,9.0,2
4436,1,8,5,2,8,0,0,17.5,17.5,68.5,10.0,2
2287,1,8,5,2,9,0,0,19.0,19.0,60.0,8.0,2
1235,1,8,5,2,10,0,0,20.0,20.0,54.5,12.0,3
1304,1,8,5,2,11,0,0,21.0,21.0,51.5,13.0,2
1680,1,8,5,2,12,0,0,21.5,21.5,50.0,13.0,2
1578,1,8,5,2,13,0,0,21.0,21.0,50.0,12.0,2
1638,1,8,5,2,14,0,0,21.0,21.0,50.0,16.0,1
1798,1,8,5,2,15,0,0,21.0,21.0,50.0,15.0,1
2886,1,8,5,2,16,0,0,21.5,21.0,45.0,15.0,1
3953,1,8,5,2,17,0,0,21.0,21.0,51.5,12.0,7
4106,1,8,5,2,18,0,0,19.5,19.5,58.0,17.0,1
2816,1,8,5,2,19,0,0,19.0,19.0,64.0,12.0,1
1895,1,8,5,2,20,0,0,18.0,18.0,75.5,8.0,7
1264,1,8,5,2,21,0,0,17.0,17.0,80.0,5.0,2
1221,1,8,5,2,22,0,0,17.0,17.0,83.0,6.5,1
778,1,8,5,2,23,0,0,17.0,17.0,80.0,7.0,1
430,1,8,6,3,0,0,0,17.5,17.5,75.0,7.5,1
180,1,8,6,3,1,0,0,17.0,17.0,75.0,7.5,1
105,1,8,6,3,2,0,0,17.5,17.5,68.5,11.0,1
60,1,8,6,3,3,0,0,17.0,17.0,68.0,13.0,1
55,1,8,6,3,4,0,0,18.0,18.0,64.0,10.0,1
266,1,8,6,3,5,0,0,17.0,17.0,75.0,11.0,1
1758,1,8,6,3,6,0,0,18.0,18.0,78.0,11.0,2
4793,1,8,6,3,7,0,0,18.0,18.0,80.5,10.0,3
6585,1,8,6,3,8,0,0,19.0,19.0,78.0,12.0,7
3859,1,8,6,3,9,0,0,18.5,18.5,85.5,17.5,7
2234,1,8,6,3,10,0,0,20.0,20.0,69.0,19.5,2
2140,1,8,6,3,11,0,0,20.0,20.0,71.0,17.0,3
2317,1,8,6,3,12,0,0,20.5,20.5,69.0,18.5,3
2598,1,8,6,3,13,0,0,22.5,22.5,59.0,19.5,2
2829,1,8,6,3,14,0,0,23.0,23.0,57.0,19.0,2
3632,1,8,6,3,15,0,0,23.0,23.0,53.0,20.0,2
5112,1,8,6,3,16,0,0,23.0,23.0,53.0,19.5,2
7208,1,8,6,3,17,0,0,22.5,22.5,55.0,17.5,2
6394,1,8,6,3,18,0,0,21.5,21.5,58.5,20.0,2
4384,1,8,6,3,19,0,0,20.0,20.0,62.0,19.5,1
2652,1,8,6,3,20,0,0,19.5,19.5,64.0,18.0,1
1662,1,8,6,3,21,0,0,18.5,18.5,66.0,13.0,1
1187,1,8,6,3,22,0,0,18.0,18.0,68.0,13.0,1
1028,1,8,6,3,23,0,0,17.0,17.0,73.0,13.0,1
518,1,8,7,4,0,0,0,16.5,16.5,75.0,11.0,2
248,1,8,7,4,1,0,0,16.0,16.0,77.0,9.0,2
150,1,8,7,4,2,0,0,15.5,15.5,79.5,6.5,3
86,1,8,7,4,3,0,0,15.0,15.0,79.5,6.5,1
67,1,8,7,4,4,0,0,14.5,14.5,79.5,5.5,3
140,1,8,7,4,5,0,0,14.5,14.5,79.5,5.0,3
712,1,8,7,4,6,0,0,15.0,15.0,70.0,4.0,2
2051,1,8,7,4,7,0,0,16.0,16.0,65.5,5.0,2
4098,1,8,7,4,8,0,0,18.5,18.5,62.0,6.0,2
2410,1,8,7,4,9,0,0,19.5,19.5,60.0,5.0,2
1468,1,8,7,4,10,0,0,21.0,21.0,58.5,7.0,2
1535,1,8,7,4,11,0,0,21.5,21.5,55.0,7.5,2
1818,1,8,7,4,12,0,0,23.0,23.0,47.0,6.0,2
1919,1,8,7,4,13,0,0,23.0,23.0,47.0,7.5,2
1991,1,8,7,4,14,0,0,23.0,23.0,44.0,6.5,1
2139,1,8,7,4,15,0,0,24.0,24.0,42.5,5.5,1
2835,1,8,7,4,16,0,0,25.0,25.0,39.0,7.0,1
4300,1,8,7,4,17,0,0,25.0,25.0,39.0,9.0,1
3708,1,8,7,4,18,0,0,24.0,24.0,44.0,6.5,1
2488,1,8,7,4,19,0,0,23.0,23.0,50.0,11.0,1
1720,1,8,7,4,20,0,0,21.0,21.0,65.0,18.5,1
1170,1,8,7,4,21,0,0,18.5,18.5,80.5,24.0,1
995,1,8,7,4,22,0,0,18.0,18.0,83.0,19.5,2
920,1,8,7,4,23,0,0,17.5,17.5,83.0,16.0,1
785,1,8,8,5,0,0,1,17.0,17.0,88.0,9.0,2
534,1,8,8,5,1,0,1,17.0,17.0,85.5,7.0,1
354,1,8,8,5,2,0,1,16.0,16.0,88.0,7.0,2
296,1,8,8,5,3,0,1,16.0,16.0,88.0,6.0,2
202,1,8,8,5,4,0,1,15.5,15.5,91.0,5.0,1
143,1,8,8,5,5,0,1,15.0,15.0,91.0,4.0,3
166,1,8,8,5,6,0,1,15.0,15.0,88.0,6.0,3
365,1,8,8,5,7,0,1,15.0,15.0,91.0,8.0,3
598,1,8,8,5,8,0,1,16.5,16.5,85.5,10.0,3
1127,1,8,8,5,9,0,1,18.5,18.5,75.5,12.0,3
1805,1,8,8,5,10,0,1,20.5,20.5,66.5,12.0,2
2299,1,8,8,5,11,0,1,22.5,22.5,59.0,13.0,2
2871,1,8,8,5,12,0,1,23.0,23.0,57.0,12.0,2
3179,1,8,8,5,13,0,1,24.0,24.0,54.0,7.0,2
3198,1,8,8,5,14,0,1,24.5,24.5,50.5,16.0,3
3455,1,8,8,5,15,0,1,24.5,24.5,48.5,19.5,2
3556,1,8,8,5,16,0,1,25.0,25.0,49.0,18.0,1
3171,1,8,8,5,17,0,1,23.0,23.0,53.0,21.5,1
3052,1,8,8,5,18,0,1,23.0,23.0,53.0,22.0,1
2566,1,8,8,5,19,0,1,21.5,21.5,58.5,16.0,1
1885,1,8,8,5,20,0,1,21.0,21.0,60.0,14.0,1
1336,1,8,8,5,21,0,1,20.5,20.5,62.0,6.5,1
1083,1,8,8,5,22,0,1,20.0,20.0,60.0,5.5,1
967,1,8,8,5,23,0,1,19.0,19.0,64.0,8.0,1
873,1,8,9,6,0,0,1,18.5,18.5,66.0,6.5,1
670,1,8,9,6,1,0,1,17.5,17.5,70.5,7.5,1
450,1,8,9,6,2,0,1,16.5,16.5,70.0,6.0,1
380,1,8,9,6,3,0,1,17.0,17.0,73.0,6.5,1
223,1,8,9,6,4,0,1,16.0,16.0,77.0,7.5,1
132,1,8,9,6,5,0,1,16.0,16.0,77.0,8.0,1
173,1,8,9,6,6,0,1,16.0,16.0,77.0,9.0,1
237,1,8,9,6,7,0,1,16.5,16.5,72.5,8.0,1
447,1,8,9,6,8,0,1,19.0,19.0,56.0,6.0,1
984,1,8,9,6,9,0,1,20.0,20.0,49.0,9.0,1
1737,1,8,9,6,10,0,1,22.5,21.5,42.5,11.0,1
2682,1,8,9,6,11,0,1,24.5,24.0,39.0,14.0,1
3371,1,8,9,6,12,0,1,25.5,25.5,38.0,13.0,1
3688,1,8,9,6,13,0,1,25.5,25.5,36.5,15.0,1
3584,1,8,9,6,14,0,1,25.5,25.5,35.0,15.0,1
3541,1,8,9,6,15,0,1,26.5,26.0,32.0,16.0,1
3556,1,8,9,6,16,0,1,26.0,25.0,28.0,19.5,1
3342,1,8,9,6,17,0,1,26.0,25.5,35.5,17.0,1
3252,1,8,9,6,18,0,1,25.5,25.5,46.0,16.0,1
2557,1,8,9,6,19,0,1,24.5,24.5,48.5,16.0,1
1930,1,8,9,6,20,0,1,23.0,23.0,59.0,19.0,1
1204,1,8,9,6,21,0,1,21.5,21.5,67.0,17.0,1
860,1,8,9,6,22,0,1,21.0,21.0,69.0,17.0,1
568,1,8,9,6,23,0,1,19.5,19.5,75.5,15.0,1
377,1,8,10,0,0,0,0,18.5,18.5,80.5,17.5,1
171,1,8,10,0,1,0,0,18.0,18.0,83.0,19.5,3
106,1,8,10,0,2,0,0,18.0,18.0,83.0,17.5,4
59,1,8,10,0,3,0,0,18.0,18.0,83.0,17.0,4
63,1,8,10,0,4,0,0,18.0,18.0,83.0,17.0,4
139,1,8,10,0,5,0,0,18.0,18.0,83.0,18.0,4
654,1,8,10,0,6,0,0,18.5,18.5,80.5,19.0,3
2068,1,8,10,0,7,0,0,19.0,19.0,80.5,15.0,3
4109,1,8,10,0,8,0,0,20.0,20.0,75.5,15.0,3
2155,1,8,10,0,9,0,0,20.5,20.5,73.5,17.0,3
1217,1,8,10,0,10,0,0,22.0,22.0,65.0,17.0,3
1175,1,8,10,0,11,0,0,22.0,22.0,65.0,19.5,3
1485,1,8,10,0,12,0,0,23.5,23.5,63.0,15.0,2
1573,1,8,10,0,13,0,0,23.0,23.0,65.0,19.5,3
1477,1,8,10,0,14,0,0,23.0,23.0,65.0,19.5,2
1402,1,8,10,0,15,0,0,23.5,23.5,63.0,21.0,7
2222,1,8,10,0,16,0,0,22.0,22.0,69.0,28.0,3
4269,1,8,10,0,17,0,0,22.0,22.0,65.0,24.0,3
4165,1,8,10,0,18,0,0,21.0,21.0,71.0,21.5,3
2501,1,8,10,0,19,0,0,21.0,21.0,73.0,18.0,2
1689,1,8,10,0,20,0,0,20.5,20.5,75.5,17.0,2
1065,1,8,10,0,21,0,0,20.0,20.0,75.5,15.0,2
700,1,8,10,0,22,0,0,19.0,19.0,78.0,13.0,1
494,1,8,10,0,23,0,0,19.0,19.0,78.0,14.0,3
330,1,8,11,1,0,0,0,18.5,18.5,69.5,13.0,2
197,1,8,11,1,1,0,0,18.0,18.0,60.0,12.0,1
110,1,8,11,1,2,0,0,17.5,17.5,62.0,11.0,3
59,1,8,11,1,3,0,0,17.0,17.0,68.0,11.0,3
50,1,8,11,1,4,0,0,16.5,16.5,66.0,9.0,1
137,1,8,11,1,5,0,0,16.0,16.0,68.0,6.5,1
798,1,8,11,1,6,0,0,16.0,16.0,72.0,5.0,2
2365,1,8,11,1,7,0,0,16.0,16.0,70.0,3.0,2
4384,1,8,11,1,8,0,0,16.5,16.5,66.0,6.0,7
2274,1,8,11,1,9,0,0,17.0,17.0,66.0,5.0,2
1283,1,8,11,1,10,0,0,17.5,17.5,62.0,3.0,2
1210,1,8,11,1,11,0,0,19.0,19.0,54.0,6.0,2
1555,1,8,11,1,12,0,0,19.5,19.5,50.5,6.0,2
1749,1,8,11,1,13,0,0,20.5,20.5,49.5,5.0,2
1717,1,8,11,1,14,0,0,21.0,21.0,50.0,5.5,2
1922,1,8,11,1,15,0,0,21.0,21.0,50.0,7.0,2
2414,1,8,11,1,16,0,0,21.0,21.0,51.5,6.5,2
3768,1,8,11,1,17,0,0,20.0,20.0,60.0,9.0,7
3495,1,8,11,1,18,0,0,20.0,20.0,62.0,9.0,7
1764,1,8,11,1,19,0,0,19.0,19.0,70.5,9.0,7
969,1,8,11,1,20,0,0,18.5,18.5,75.5,8.5,7
718,1,8,11,1,21,0,0,18.0,18.0,83.0,6.5,7
593,1,8,11,1,22,0,0,18.0,18.0,83.0,7.0,7
457,1,8,11,1,23,0,0,17.5,17.5,80.5,9.0,7
260,1,8,12,2,0,0,0,17.0,17.0,85.5,9.0,7
176,1,8,12,2,1,0,0,17.0,17.0,83.0,9.0,7
70,1,8,12,2,2,0,0,17.0,17.0,83.0,7.0,7
45,1,8,12,2,3,0,0,16.0,16.0,88.0,9.0,7
55,1,8,12,2,4,0,0,16.0,16.0,85.5,8.0,7
133,1,8,12,2,5,0,0,16.0,16.0,83.0,8.0,7
693,1,8,12,2,6,0,0,16.0,16.0,83.0,7.0,3
2168,1,8,12,2,7,0,0,16.0,16.0,83.0,10.0,3
4282,1,8,12,2,8,0,0,17.0,17.0,77.0,12.0,3
2140,1,8,12,2,9,0,0,17.5,17.5,72.5,15.0,3
1150,1,8,12,2,10,0,0,18.5,18.5,64.0,18.5,2
1251,1,8,12,2,11,0,0,20.0,20.0,60.0,25.0,1
1632,1,8,12,2,12,0,0,20.5,20.5,60.0,25.0,1
1770,1,8,12,2,13,0,0,21.0,21.0,60.0,21.5,1
1643,1,8,12,2,14,0,0,21.0,21.0,58.5,23.0,1
1782,1,8,12,2,15,0,0,21.0,21.0,60.0,22.0,3
2185,1,8,12,2,16,0,0,21.0,21.0,60.0,21.0,2
4278,1,8,12,2,17,0,0,21.0,21.0,58.5,25.0,3
4122,1,8,12,2,18,0,0,21.0,21.0,57.0,23.0,1
2534,1,8,12,2,19,0,0,20.0,20.0,58.0,21.5,2
1609,1,8,12,2,20,0,0,20.0,20.0,58.0,23.0,3
1138,1,8,12,2,21,0,0,19.0,19.0,64.0,24.0,3
854,1,8,12,2,22,0,0,18.0,18.0,73.0,18.0,1
578,1,8,12,2,23,0,0,17.5,17.5,75.0,18.0,2
114,1,8,13,3,0,0,0,17.0,17.0,77.0,16.0,4
30,1,8,13,3,1,0,0,17.0,17.0,83.0,17.5,4
80,1,8,13,3,2,0,0,17.0,17.0,83.0,18.0,3
63,1,8,13,3,3,0,0,17.0,17.0,88.0,17.0,4
58,1,8,13,3,4,0,0,17.0,17.0,88.0,12.0,4
155,1,8,13,3,5,0,0,17.0,17.0,88.0,10.0,4
656,1,8,13,3,6,0,0,18.0,18.0,88.0,14.5,4
1841,1,8,13,3,7,0,0,18.0,18.0,88.0,20.0,4
3923,1,8,13,3,8,0,0,19.0,19.0,83.0,24.0,4
2183,1,8,13,3,9,0,0,20.0,20.0,78.0,20.0,3
1204,1,8,13,3,10,0,0,20.0,20.0,78.0,17.0,3
924,1,8,13,3,11,0,0,20.5,20.5,78.0,17.0,7
280,1,8,13,3,12,0,0,19.0,19.0,88.0,20.5,7
150,1,8,13,3,13,0,0,19.0,19.0,88.0,21.0,10
245,1,8,13,3,14,0,0,19.0,19.0,88.0,16.0,10
732,1,8,13,3,15,0,0,19.5,19.5,85.5,18.0,2
1515,1,8,13,3,16,0,0,21.0,21.0,80.5,16.0,7
2992,1,8,13,3,17,0,0,21.0,21.0,78.0,16.0,2
3238,1,8,13,3,18,0,0,21.0,21.0,78.0,13.0,3
2157,1,8,13,3,19,0,0,20.5,20.5,80.5,9.0,3
1243,1,8,13,3,20,0,0,20.0,20.0,83.0,9.0,7
861,1,8,13,3,21,0,0,19.0,19.0,88.0,6.5,7
739,1,8,13,3,22,0,0,19.0,19.0,88.0,6.0,7
591,1,8,13,3,23,0,0,19.0,19.0,88.0,9.5,4
365,1,8,14,4,0,0,0,19.0,19.0,88.0,6.5,3
242,1,8,14,4,1,0,0,18.0,18.0,94.0,5.0,3
172,1,8,14,4,2,0,0,19.0,19.0,88.0,4.0,3
100,1,8,14,4,3,0,0,19.0,19.0,94.0,0.0,3
77,1,8,14,4,4,0,0,18.5,18.5,97.0,6.5,4
133,1,8,14,4,5,0,0,19.0,19.0,94.0,5.0,4
562,1,8,14,4,6,0,0,19.0,19.0,94.0,5.0,3
1760,1,8,14,4,7,0,0,19.0,19.0,94.0,9.0,7
3528,1,8,14,4,8,0,0,19.0,19.0,94.0,14.0,3
2092,1,8,14,4,9,0,0,20.0,20.0,83.0,16.0,3
1132,1,8,14,4,10,0,0,21.5,21.5,71.0,20.0,3
1205,1,8,14,4,11,0,0,21.0,21.0,71.0,19.0,3
1492,1,8,14,4,12,0,0,21.5,21.5,67.0,20.5,3
1661,1,8,14,4,13,0,0,22.0,22.0,65.0,23.0,3
1438,1,8,14,4,14,0,0,21.0,21.0,71.0,19.5,3
1234,1,8,14,4,15,0,0,20.0,20.0,78.0,19.0,3
1159,1,8,14,4,16,0,0,20.0,20.0,80.5,18.5,7
2015,1,8,14,4,17,0,0,18.0,18.0,91.0,18.5,7
1915,1,8,14,4,18,0,0,17.0,17.0,94.0,14.0,7
1228,1,8,14,4,19,0,0,17.0,17.0,91.0,13.0,7
487,1,8,14,4,20,0,0,17.0,17.0,91.0,12.0,7
431,1,8,14,4,21,0,0,17.0,17.0,88.0,12.0,7
475,1,8,14,4,22,0,0,17.0,17.0,88.0,10.0,2
516,1,8,14,4,23,0,0,17.0,17.0,88.0,11.0,7
388,1,8,15,5,0,0,1,17.0,17.0,85.5,13.0,7
371,1,8,15,5,1,0,1,16.0,16.0,88.0,11.0,7
285,1,8,15,5,2,0,1,16.0,16.0,88.0,12.0,1
256,1,8,15,5,3,0,1,16.0,16.0,83.0,12.0,2
153,1,8,15,5,4,0,1,15.5,15.5,85.5,13.0,3
117,1,8,15,5,5,0,1,15.5,15.5,82.5,13.0,4
143,1,8,15,5,6,0,1,15.0,15.0,88.0,12.0,3
309,1,8,15,5,7,0,1,15.0,15.0,82.0,15.0,2
538,1,8,15,5,8,0,1,16.0,16.0,74.5,17.0,3
976,1,8,15,5,9,0,1,16.0,16.0,70.0,18.0,2
1455,1,8,15,5,10,0,1,18.0,18.0,56.0,19.0,1
2137,1,8,15,5,11,0,1,18.0,18.0,56.0,17.0,1
2748,1,8,15,5,12,0,1,19.0,19.0,49.0,15.0,2
3068,1,8,15,5,13,0,1,20.0,20.0,44.5,16.0,2
2898,1,8,15,5,14,0,1,20.0,20.0,44.5,13.0,1
3091,1,8,15,5,15,0,1,20.0,20.0,46.0,19.0,1
2974,1,8,15,5,16,0,1,19.0,19.0,49.0,19.5,2
2785,1,8,15,5,17,0,1,19.5,19.5,47.5,16.0,1
2598,1,8,15,5,18,0,1,19.5,19.5,44.5,15.0,1
2291,1,8,15,5,19,0,1,19.5,19.5,44.5,10.0,1
1560,1,8,15,5,20,0,1,18.5,18.5,47.5,11.0,1
1011,1,8,15,5,21,0,1,18.0,18.0,52.0,6.5,1
828,1,8,15,5,22,0,1,18.0,18.0,52.0,5.0,1
759,1,8,15,5,23,0,1,17.0,17.0,59.0,6.0,1
692,1,8,16,6,0,0,1,16.0,16.0,63.0,5.0,1
598,1,8,16,6,1,0,1,15.0,15.0,65.5,4.0,1
458,1,8,16,6,2,0,1,15.0,15.0,65.5,4.0,1
366,1,8,16,6,3,0,1,14.0,14.0,72.0,6.0,1
175,1,8,16,6,4,0,1,14.0,14.0,72.0,5.0,1
151,1,8,16,6,5,0,1,14.0,14.0,72.0,6.0,1
150,1,8,16,6,6,0,1,14.0,14.0,69.5,6.0,1
225,1,8,16,6,7,0,1,14.5,14.5,70.0,6.0,1
412,1,8,16,6,8,0,1,15.0,15.0,68.0,5.0,1
832,1,8,16,6,9,0,1,16.5,16.5,63.5,6.0,2
1522,1,8,16,6,10,0,1,17.5,17.5,64.0,5.0,3
2221,1,8,16,6,11,0,1,20.5,20.5,51.0,3.0,1
2516,1,8,16,6,12,0,1,19.5,19.5,51.5,9.0,2
2617,1,8,16,6,13,0,1,19.0,19.0,56.0,13.0,2
2703,1,8,16,6,14,0,1,19.0,19.0,56.0,14.0,1
2828,1,8,16,6,15,0,1,19.0,19.0,56.0,13.0,3
2553,1,8,16,6,16,0,1,19.0,19.0,56.0,14.0,2
2373,1,8,16,6,17,0,1,19.0,19.0,56.0,12.0,3
2353,1,8,16,6,18,0,1,18.0,18.0,60.0,10.0,1
1805,1,8,16,6,19,0,1,18.0,18.0,60.0,7.5,1
1179,1,8,16,6,20,0,1,17.0,17.0,66.0,6.0,1
804,1,8,16,6,21,0,1,17.0,17.0,66.0,2.0,1
634,1,8,16,6,22,0,1,16.5,16.5,70.0,0.0,1
449,1,8,16,6,23,0,1,16.5,16.5,72.5,6.5,4
272,1,8,17,0,0,0,0,16.0,16.0,70.0,7.5,4
188,1,8,17,0,1,0,0,16.0,16.0,68.0,5.0,1
133,1,8,17,0,2,0,0,16.0,16.0,68.0,4.0,1
69,1,8,17,0,3,0,0,15.5,15.5,74.5,5.5,1
65,1,8,17,0,4,0,0,14.5,14.5,79.5,5.5,1
139,1,8,17,0,5,0,0,14.0,14.0,82.0,5.0,1
671,1,8,17,0,6,0,0,14.0,14.0,74.5,6.5,1
2120,1,8,17,0,7,0,0,14.0,14.0,74.5,3.0,1
4155,1,8,17,0,8,0,0,15.5,15.5,63.5,8.0,1
2098,1,8,17,0,9,0,0,17.0,17.0,52.0,12.0,1
1160,1,8,17,0,10,0,0,18.0,18.0,50.5,11.0,2
1174,1,8,17,0,11,0,0,19.0,19.0,44.5,12.0,2
1585,1,8,17,0,12,0,0,19.5,19.5,40.0,13.0,1
1725,1,8,17,0,13,0,0,20.0,20.0,40.0,13.0,1
1621,1,8,17,0,14,0,0,20.0,20.0,40.0,16.0,1
1785,1,8,17,0,15,0,0,20.0,20.0,41.5,13.0,1
2343,1,8,17,0,16,0,0,21.0,21.0,40.0,11.0,1
4263,1,8,17,0,17,0,0,21.0,21.0,40.0,12.0,1
4145,1,8,17,0,18,0,0,20.0,20.0,44.5,15.0,1
2474,1,8,17,0,19,0,0,20.0,20.0,46.0,12.0,1
1432,1,8,17,0,20,0,0,19.5,19.5,49.0,11.0,1
918,1,8,17,0,21,0,0,19.0,19.0,52.0,9.0,1
663,1,8,17,0,22,0,0,19.0,19.0,52.0,11.0,1
497,1,8,17,0,23,0,0,19.0,19.0,52.0,11.0,1
247,1,8,18,1,0,0,0,18.0,18.0,56.0,9.0,1
169,1,8,18,1,1,0,0,18.0,18.0,56.0,8.0,1
89,1,8,18,1,2,0,0,17.5,17.5,57.5,12.0,1
69,1,8,18,1,3,0,0,17.0,17.0,59.0,15.0,1
69,1,8,18,1,4,0,0,17.0,17.0,59.0,14.0,1
140,1,8,18,1,5,0,0,16.5,16.5,61.0,14.0,1
728,1,8,18,1,6,0,0,16.5,16.5,61.0,14.0,1
2302,1,8,18,1,7,0,0,16.0,16.0,63.0,15.0,1
4418,1,8,18,1,8,0,0,16.0,16.0,63.0,15.0,1
2135,1,8,18,1,9,0,0,16.5,16.5,61.0,16.0,1
1100,1,8,18,1,10,0,0,16.0,16.0,65.5,18.0,1
1151,1,8,18,1,11,0,0,17.0,17.0,64.0,19.5,1
1475,1,8,18,1,12,0,0,17.5,17.5,57.5,20.0,1
1453,1,8,18,1,13,0,0,18.0,18.0,58.0,20.5,2
1451,1,8,18,1,14,0,0,18.5,18.5,58.0,20.0,2
1527,1,8,18,1,15,0,0,19.0,19.0,50.5,20.0,2
2090,1,8,18,1,16,0,0,19.0,19.0,50.5,22.0,1
4065,1,8,18,1,17,0,0,19.0,19.0,54.0,22.0,1
3870,1,8,18,1,18,0,0,19.0,19.0,58.0,16.0,1
2314,1,8,18,1,19,0,0,19.0,19.0,60.0,19.0,1
1417,1,8,18,1,20,0,0,18.0,18.0,64.0,17.5,1
1031,1,8,18,1,21,0,0,18.0,18.0,64.0,11.0,1
735,1,8,18,1,22,0,0,18.0,18.0,64.0,15.0,1
485,1,8,18,1,23,0,0,18.0,18.0,64.0,15.0,1
294,1,8,19,2,0,0,0,17.5,17.5,70.5,14.0,1
138,1,8,19,2,1,0,0,17.0,17.0,73.0,14.0,1
93,1,8,19,2,2,0,0,16.5,16.5,70.0,13.0,1
55,1,8,19,2,3,0,0,16.0,16.0,72.0,13.0,2
68,1,8,19,2,4,0,0,16.0,16.0,72.0,13.0,1
155,1,8,19,2,5,0,0,15.0,15.0,77.0,12.0,1
771,1,8,19,2,6,0,0,15.0,15.0,77.0,13.0,1
2319,1,8,19,2,7,0,0,16.5,16.5,72.5,15.0,1
4502,1,8,19,2,8,0,0,17.5,17.5,70.5,14.0,2
2225,1,8,19,2,9,0,0,19.0,19.0,62.0,17.5,2
1218,1,8,19,2,10,0,0,20.0,20.0,54.5,18.0,2
1217,1,8,19,2,11,0,0,21.0,21.0,53.0,17.0,2
1557,1,8,19,2,12,0,0,21.0,21.0,53.0,16.0,3
